granule,row,col,label,aoi_pos_frac,data_frac,tier,dist_km,grounded_frac,ice_condition,vel_m_yr,source,timestamp
025_048,10752,30720,none,0.0,1.0,core,7.7,1.0,grounded,416.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,10752,31232,none,0.0,1.0,core,10.2,1.0,grounded,388.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,10752,31744,none,0.0,1.0,core,12.8,1.0,grounded,361.0,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,10752,32256,none,0.0,1.0,core,14.5,1.0,grounded,344.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,11264,29184,none,0.0,1.0,core,2.6,1.0,grounded,476.9,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,11264,29696,none,0.0,1.0,core,3.6,1.0,grounded,422.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,11264,30208,none,0.0,1.0,core,5.7,1.0,grounded,394.3,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,11264,30720,none,0.0,1.0,core,8.1,1.0,grounded,372.3,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,11264,31232,none,0.0,1.0,core,9.2,1.0,grounded,355.0,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,11264,32768,none,0.0,1.0,core,14.9,1.0,grounded,325.0,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,11264,33792,none,0.0,1.0,core,19.5,1.0,grounded,321.3,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,11776,28672,none,0.0,1.0,core,2.6,1.0,grounded,466.0,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,11776,29184,none,0.0,1.0,core,2.6,1.0,grounded,385.6,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,11776,29696,none,0.0,1.0,core,3.6,1.0,grounded,343.6,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,11776,30208,none,0.0,1.0,core,5.1,1.0,grounded,329.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,11776,31744,none,0.0,1.0,core,9.2,1.0,grounded,304.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,12288,29696,none,0.0,1.0,core,2.6,1.0,grounded,283.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,12288,31232,none,0.0,1.0,core,5.7,1.0,grounded,268.0,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,12288,32768,none,0.0,1.0,core,13.1,1.0,grounded,271.0,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,12288,33280,none,0.0,1.0,core,15.6,1.0,grounded,274.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,12800,30720,none,0.0,1.0,core,2.6,1.0,grounded,220.9,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,12800,31232,none,0.0,1.0,core,5.1,1.0,grounded,212.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,12800,31744,none,0.0,1.0,core,7.7,1.0,grounded,209.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,12800,32256,none,0.0,1.0,core,10.2,1.0,grounded,211.3,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,12800,32768,none,0.0,1.0,core,12.8,1.0,grounded,214.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,12800,33280,none,0.0,1.0,core,15.4,1.0,grounded,216.0,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,12800,33792,none,0.0,1.0,core,17.9,1.0,grounded,217.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,13312,27648,crevasse,0.399746,1.0,core,0.0,1.0,grounded,471.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,13312,28672,crevasse,0.255024,1.0,core,0.0,1.0,grounded,286.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,13312,29696,none,0.0,1.0,core,2.6,1.0,grounded,203.6,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,13312,30208,none,0.0,1.0,core,2.6,1.0,grounded,185.6,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,13312,30720,none,0.0,1.0,core,3.6,1.0,grounded,162.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,13312,31232,none,0.0,1.0,core,5.7,1.0,grounded,136.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,13312,31744,none,0.0,1.0,core,8.1,1.0,grounded,116.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,13312,32256,none,0.0,1.0,core,10.6,1.0,grounded,106.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,13312,32768,none,0.0,1.0,core,13.1,1.0,grounded,106.1,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,13312,33280,none,0.0,1.0,core,15.6,1.0,grounded,103.6,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,13312,33792,none,0.0,1.0,core,18.1,1.0,grounded,105.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,13824,27136,crevasse,0.898209,1.0,core,0.0,1.0,grounded,702.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,13824,28672,crevasse,0.573406,1.0,core,0.0,1.0,grounded,256.3,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,13824,29184,crevasse,0.608803,1.0,core,0.0,1.0,grounded,207.6,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,13824,30720,none,0.0,1.0,core,2.6,1.0,grounded,63.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,13824,31232,none,0.0,1.0,core,5.1,1.0,grounded,37.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,13824,32768,none,0.0,1.0,core,12.8,1.0,grounded,22.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,13824,33280,none,0.0,1.0,core,15.4,1.0,grounded,23.3,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,13824,33792,none,0.0,1.0,core,17.9,1.0,grounded,21.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,14336,29184,crevasse,0.517254,1.0,core,0.0,1.0,grounded,156.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,14336,30720,none,0.0,1.0,core,2.6,1.0,grounded,19.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,14848,22016,crevasse,0.458706,1.0,core,0.0,1.0,grounded,1882.3,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,14848,27136,crevasse,0.921177,1.0,core,0.0,1.0,grounded,536.1,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,15360,19968,crevasse,0.287827,0.7764,core,0.0,1.0,grounded,297.3,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,15360,27648,crevasse,0.45343,1.0,core,0.0,1.0,grounded,231.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,15360,28672,crevasse,0.255741,1.0,core,0.0,1.0,grounded,53.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,15872,18944,crevasse,0.584972,0.7803,core,0.0,1.0,grounded,26.1,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,15872,19456,crevasse,0.654785,1.0,core,0.0,1.0,grounded,75.9,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,15872,19968,crevasse,0.504398,1.0,core,0.0,1.0,grounded,317.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,15872,30208,none,0.0,1.0,core,2.6,1.0,grounded,16.1,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,16384,17920,crevasse,0.324001,0.79,core,0.0,1.0,grounded,24.6,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,16384,18432,crevasse,0.340698,1.0,core,0.0,1.0,grounded,27.6,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,16384,18944,crevasse,0.614811,1.0,core,0.0,1.0,grounded,32.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,16384,19456,crevasse,0.795898,1.0,core,0.0,1.0,grounded,123.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,16384,27136,crevasse,0.980518,1.0,core,0.0,1.0,grounded,314.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,16384,27648,crevasse,0.852024,1.0,core,0.0,1.0,grounded,104.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,16384,29696,none,0.0,1.0,core,2.6,1.0,grounded,18.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,16896,17408,crevasse,0.262749,1.0,core,0.0,1.0,grounded,24.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,16896,17920,crevasse,0.304733,1.0,core,0.0,1.0,grounded,27.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,16896,18432,crevasse,0.332264,1.0,core,0.0,1.0,grounded,31.6,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,16896,18944,crevasse,0.65189,1.0,core,0.0,1.0,grounded,39.9,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,16896,19456,crevasse,0.649845,1.0,core,0.0,1.0,grounded,177.1,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,16896,20992,crevasse,0.935375,1.0,core,0.0,1.0,grounded,812.0,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,16896,27136,crevasse,0.966503,1.0,core,0.0,1.0,grounded,261.0,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,16896,27648,crevasse,0.729382,1.0,core,0.0,1.0,grounded,72.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,16896,28160,crevasse,0.674171,1.0,core,0.0,1.0,grounded,40.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17408,17408,crevasse,0.446129,1.0,core,0.0,1.0,grounded,23.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17408,17920,crevasse,0.435444,1.0,core,0.0,1.0,grounded,26.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17408,18432,crevasse,0.476139,1.0,core,0.0,1.0,grounded,31.3,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17408,18944,crevasse,0.408405,1.0,core,0.0,1.0,grounded,48.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17408,19456,crevasse,0.377491,1.0,core,0.0,1.0,grounded,222.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17408,20480,crevasse,0.586712,1.0,core,0.0,1.0,grounded,543.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17408,20992,crevasse,0.819221,1.0,core,0.0,1.0,grounded,801.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17408,27136,crevasse,0.950047,1.0,core,0.0,1.0,grounded,218.9,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17408,27648,crevasse,0.531719,1.0,core,0.0,1.0,grounded,55.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17408,28160,crevasse,0.718044,1.0,core,0.0,1.0,grounded,32.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17920,16896,crevasse,0.403816,1.0,core,0.0,1.0,grounded,25.0,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17920,17408,crevasse,0.601704,1.0,core,0.0,1.0,grounded,28.1,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17920,17920,crevasse,0.658276,1.0,core,0.0,1.0,grounded,35.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17920,18432,crevasse,0.412876,1.0,core,0.0,1.0,grounded,44.9,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17920,18944,crevasse,0.608582,1.0,core,0.0,1.0,grounded,80.6,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17920,19456,crevasse,0.405396,1.0,core,0.0,1.0,grounded,258.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17920,19968,crevasse,0.583488,1.0,core,0.0,1.0,grounded,407.0,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17920,20480,crevasse,0.507202,1.0,core,0.0,1.0,grounded,573.1,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17920,20992,crevasse,0.544781,1.0,core,0.0,1.0,grounded,844.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17920,27648,crevasse,0.73143,1.0,core,0.0,1.0,grounded,45.3,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17920,28160,crevasse,0.705227,1.0,core,0.0,1.0,grounded,28.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,17920,31232,none,0.0,1.0,core,2.6,1.0,grounded,16.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18432,16384,crevasse,0.323719,1.0,core,0.0,1.0,grounded,24.6,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18432,16896,crevasse,0.502098,1.0,core,0.0,1.0,grounded,32.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18432,17408,crevasse,0.679466,1.0,core,0.0,1.0,grounded,50.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18432,17920,crevasse,0.766163,1.0,core,0.0,1.0,grounded,67.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18432,18432,crevasse,0.42561,1.0,core,0.0,1.0,grounded,63.9,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18432,19456,crevasse,0.867962,1.0,core,0.0,1.0,grounded,313.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18432,27648,crevasse,0.830368,1.0,core,0.0,1.0,grounded,43.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18432,28160,crevasse,0.473801,1.0,core,0.0,1.0,grounded,28.9,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18432,30208,none,0.0,1.0,core,2.6,1.0,grounded,16.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18432,32768,none,0.0,1.0,core,2.6,1.0,grounded,22.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18944,17408,crevasse,0.526752,1.0,core,0.0,1.0,grounded,34.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18944,17920,crevasse,0.706375,1.0,core,0.0,1.0,grounded,74.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18944,18432,crevasse,0.692871,1.0,core,0.0,1.0,grounded,114.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18944,18944,crevasse,0.586021,1.0,core,0.0,1.0,grounded,213.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18944,20992,crevasse,0.95517,1.0,core,0.0,1.0,grounded,1033.3,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18944,27136,crevasse,0.981033,1.0,core,0.0,1.0,grounded,155.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18944,27648,crevasse,0.792736,1.0,core,0.0,1.0,grounded,46.3,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18944,28160,crevasse,0.292973,1.0,core,0.0,1.0,grounded,29.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18944,31744,none,0.0,1.0,core,2.6,1.0,grounded,33.9,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18944,32256,none,0.0,1.0,core,3.6,1.0,grounded,31.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,18944,33280,none,0.0,1.0,core,5.7,1.0,grounded,31.9,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19456,17920,crevasse,0.691273,1.0,core,0.0,1.0,grounded,49.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19456,18432,crevasse,0.938889,1.0,core,0.0,1.0,grounded,163.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19456,18944,crevasse,0.710396,1.0,core,0.0,1.0,grounded,269.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19456,19456,crevasse,0.942421,1.0,core,0.0,1.0,grounded,405.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19456,27136,crevasse,0.738461,1.0,core,0.0,1.0,grounded,92.3,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19456,27648,crevasse,0.595921,1.0,core,0.0,1.0,grounded,54.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19456,32256,none,0.0,1.0,core,5.7,1.0,grounded,49.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19456,32768,none,0.0,1.0,core,7.2,1.0,grounded,54.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19456,33792,none,0.0,1.0,core,9.2,1.0,grounded,60.9,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19968,15360,crevasse,0.340687,1.0,core,0.0,1.0,grounded,19.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19968,17408,crevasse,0.54232,1.0,core,0.0,1.0,grounded,21.9,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19968,17920,crevasse,0.772861,1.0,core,0.0,1.0,grounded,42.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19968,18432,crevasse,0.943844,1.0,core,0.0,1.0,grounded,187.0,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19968,18944,crevasse,0.943779,1.0,core,0.0,1.0,grounded,320.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19968,19968,crevasse,0.978195,1.0,core,0.0,1.0,grounded,639.1,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19968,30208,none,0.0,1.0,core,2.6,1.0,grounded,93.0,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19968,31232,none,0.0,1.0,core,5.1,1.0,grounded,106.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19968,31744,none,0.0,1.0,core,5.7,1.0,grounded,111.6,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19968,32256,none,0.0,1.0,core,7.2,1.0,grounded,101.9,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19968,32768,none,0.0,1.0,core,9.2,1.0,grounded,120.3,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19968,33280,none,0.0,1.0,core,10.6,1.0,grounded,138.0,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,19968,33792,none,0.0,1.0,core,11.4,1.0,grounded,151.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20480,14848,crevasse,0.333294,1.0,core,0.0,1.0,grounded,20.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20480,15360,crevasse,0.331787,1.0,core,0.0,1.0,grounded,21.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20480,16896,crevasse,0.854103,1.0,core,0.0,1.0,grounded,33.3,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20480,17408,crevasse,0.887428,1.0,core,0.0,1.0,grounded,32.6,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20480,17920,crevasse,0.848385,1.0,core,0.0,1.0,grounded,42.6,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20480,20992,crevasse,0.996864,1.0,core,0.0,1.0,grounded,1683.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20480,29696,none,0.0,1.0,core,2.6,1.0,grounded,195.3,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20480,30208,none,0.0,1.0,core,3.6,1.0,grounded,215.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20480,31232,none,0.0,1.0,core,5.7,1.0,grounded,241.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20480,31744,none,0.0,1.0,core,7.2,1.0,grounded,242.0,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20480,32256,none,0.0,1.0,core,9.2,1.0,grounded,234.9,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20480,33792,none,0.0,1.0,core,13.8,1.0,grounded,242.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20992,9728,none,0.0,1.0,core,5.7,1.0,grounded,36.9,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20992,14848,crevasse,0.355457,1.0,core,0.0,1.0,grounded,20.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20992,16384,crevasse,0.385395,1.0,core,0.0,1.0,grounded,40.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20992,16896,crevasse,0.563293,1.0,core,0.0,1.0,grounded,46.0,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20992,17408,crevasse,0.800358,1.0,core,0.0,1.0,grounded,43.6,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20992,17920,crevasse,0.817841,1.0,core,0.0,1.0,grounded,50.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20992,18432,crevasse,0.989265,1.0,core,0.0,1.0,grounded,205.9,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20992,18944,crevasse,0.916065,1.0,core,0.0,1.0,grounded,360.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20992,26624,crevasse,0.993263,1.0,core,0.0,1.0,grounded,415.3,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20992,27136,crevasse,0.990486,1.0,core,0.0,1.0,grounded,235.6,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20992,27648,crevasse,0.843536,1.0,core,0.0,1.0,grounded,268.9,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20992,28160,crevasse,0.711605,1.0,core,0.0,1.0,grounded,266.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20992,32768,none,0.0,1.0,core,10.6,1.0,grounded,274.1,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,20992,33792,none,0.0,1.0,core,14.9,1.0,grounded,263.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,21504,15360,crevasse,0.26825,1.0,core,0.0,1.0,grounded,29.1,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,21504,16384,crevasse,0.651337,1.0,core,0.0,1.0,grounded,51.1,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,21504,17408,crevasse,0.753643,1.0,core,0.0,1.0,grounded,49.3,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,21504,17920,crevasse,0.553173,1.0,core,0.0,1.0,grounded,60.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,21504,18432,crevasse,0.986481,1.0,core,0.0,1.0,grounded,206.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,21504,27648,crevasse,0.889053,1.0,core,0.0,1.0,grounded,398.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,21504,28160,crevasse,0.713627,1.0,core,0.0,1.0,grounded,362.0,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,21504,31232,none,0.0,1.0,core,2.6,1.0,grounded,290.1,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,21504,31744,none,0.0,1.0,core,5.1,1.0,grounded,287.0,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,22016,15872,crevasse,0.251221,1.0,core,0.0,1.0,grounded,31.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,22016,16384,crevasse,0.64996,1.0,core,0.0,1.0,grounded,53.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,22016,17408,crevasse,0.739681,1.0,core,0.0,1.0,grounded,59.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,22016,17920,crevasse,0.764374,1.0,core,0.0,1.0,grounded,83.1,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,22016,19456,crevasse,0.999798,1.0,core,0.0,1.0,grounded,754.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,22016,26624,crevasse,0.8545,1.0,core,0.0,1.0,grounded,481.3,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,22016,31232,none,0.0,1.0,core,2.6,1.0,grounded,284.1,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,22016,31744,none,0.0,1.0,core,3.6,1.0,grounded,282.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,22016,32768,none,0.0,1.0,core,8.1,1.0,grounded,279.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,22528,9728,none,0.0,1.0,core,13.1,1.0,grounded,50.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,22528,16384,crevasse,0.359806,1.0,core,0.0,1.0,grounded,26.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,22528,16896,crevasse,0.533504,1.0,core,0.0,1.0,grounded,44.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,22528,17408,crevasse,0.439472,1.0,core,0.0,1.0,grounded,66.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,22528,17920,crevasse,0.892818,1.0,core,0.0,1.0,grounded,107.9,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,22528,29184,none,0.0,1.0,core,2.6,1.0,grounded,375.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,22528,29696,none,0.0,1.0,core,2.6,1.0,grounded,354.0,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,22528,33280,none,0.0,1.0,core,10.2,1.0,grounded,270.5,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,23040,9728,none,0.0,1.0,core,15.6,1.0,grounded,54.8,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,23040,16896,crevasse,0.418629,1.0,core,0.0,1.0,grounded,29.4,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,23040,17408,crevasse,0.544205,1.0,core,0.0,1.0,grounded,57.2,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,23040,17920,crevasse,0.848923,1.0,core,0.0,1.0,grounded,92.7,alphaearth,2026-09-08T17:04:05.861996+00:00
025_048,23040,18432,crevasse,0.998146,1.0,core,0.0,1.0,grounded,153.6,alphaearth,2026-09-08T17:04:05.861996+00:00
