granule,row,col,label,aoi_pos_frac,data_frac,tier,dist_km,grounded_frac,ice_condition,vel_m_yr,source,timestamp
025_019,27136,28672,none,0.0,1.0,core,5.1,1.0,grounded,837.9,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27136,29184,none,0.0,1.0,core,5.1,1.0,grounded,788.7,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27136,29696,none,0.0,1.0,core,5.1,1.0,grounded,721.2,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27136,30208,none,0.0,1.0,core,5.7,1.0,grounded,645.5,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27136,30720,none,0.0,1.0,core,7.2,1.0,grounded,576.6,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27136,31232,none,0.0,1.0,core,8.1,1.0,grounded,496.8,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27136,33280,none,0.0,1.0,core,3.6,1.0,grounded,279.9,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27136,33792,none,0.0,1.0,core,5.7,1.0,grounded,236.3,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27136,34304,none,0.0,1.0,core,8.1,1.0,grounded,211.8,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27136,35328,none,0.0,1.0,core,13.1,1.0,grounded,156.0,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27136,35840,none,0.0,1.0,core,15.6,1.0,grounded,125.0,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27136,36352,none,0.0,1.0,core,18.1,1.0,grounded,116.0,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,17408,none,0.0,1.0,core,12.8,1.0,grounded,31.2,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,17920,none,0.0,1.0,core,10.2,1.0,grounded,65.9,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,18432,none,0.0,1.0,core,7.7,1.0,grounded,123.2,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,18944,none,0.0,1.0,core,5.1,1.0,grounded,211.6,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,19456,none,0.0,1.0,core,2.6,1.0,grounded,293.2,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,23552,crevasse,0.294151,1.0,core,0.0,1.0,grounded,855.7,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,26624,none,0.0,1.0,core,2.6,1.0,grounded,993.9,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,27136,none,0.0,1.0,core,3.6,1.0,grounded,969.2,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,27648,none,0.0,1.0,core,5.7,1.0,grounded,964.2,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,28160,none,0.0,1.0,core,3.6,1.0,grounded,920.2,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,28672,none,0.0,1.0,core,2.6,1.0,grounded,869.4,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,29184,none,0.0,1.0,core,2.6,1.0,grounded,808.9,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,29696,none,0.0,1.0,core,2.6,1.0,grounded,734.6,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,30208,none,0.0,1.0,core,3.6,1.0,grounded,649.7,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,30720,none,0.0,1.0,core,5.7,1.0,grounded,561.8,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,31232,none,0.0,1.0,core,7.2,1.0,grounded,476.0,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,31744,none,0.0,1.0,core,5.1,1.0,grounded,410.4,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,34304,none,0.0,1.0,core,7.7,1.0,grounded,202.2,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,34816,none,0.0,1.0,core,10.2,1.0,grounded,176.3,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,35328,none,0.0,1.0,core,12.8,1.0,grounded,146.1,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,35840,none,0.0,1.0,core,15.4,1.0,grounded,120.8,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,27648,36352,none,0.0,1.0,core,17.9,1.0,grounded,106.1,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28160,17408,none,0.0,1.0,core,11.4,1.0,grounded,28.7,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28160,17920,none,0.0,1.0,core,9.2,1.0,grounded,36.8,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28160,18432,none,0.0,1.0,core,7.2,1.0,grounded,65.9,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28160,18944,none,0.0,1.0,core,5.1,1.0,grounded,146.1,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28160,26112,none,0.0,1.0,core,2.6,1.0,grounded,1108.1,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28160,27136,none,0.0,1.0,core,2.6,1.0,grounded,1030.3,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28160,27648,none,0.0,1.0,core,3.6,1.0,grounded,1009.6,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28160,28160,none,0.0,1.0,core,2.6,1.0,grounded,953.7,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28160,30208,none,0.0,1.0,core,2.6,1.0,grounded,647.9,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28160,30720,none,0.0,1.0,core,3.6,1.0,grounded,549.9,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28160,31232,none,0.0,1.0,core,5.7,1.0,grounded,467.0,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28160,31744,none,0.0,1.0,core,5.1,1.0,grounded,399.7,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28160,33280,none,0.0,1.0,core,2.6,1.0,grounded,271.9,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28160,33792,none,0.0,1.0,core,5.1,1.0,grounded,233.2,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28160,34304,none,0.0,1.0,core,7.7,1.0,grounded,196.5,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28160,34816,none,0.0,1.0,core,10.2,1.0,grounded,171.8,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28160,35328,none,0.0,1.0,core,12.8,1.0,grounded,134.7,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28160,35840,none,0.0,1.0,core,15.4,1.0,grounded,113.5,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28160,36352,none,0.0,1.0,core,17.9,1.0,grounded,101.0,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28672,16384,none,0.0,1.0,core,15.6,1.0,grounded,24.1,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28672,17408,none,0.0,1.0,core,10.6,1.0,grounded,32.5,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28672,17920,none,0.0,1.0,core,8.1,1.0,grounded,36.2,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28672,18944,none,0.0,1.0,core,3.6,1.0,grounded,80.9,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28672,19456,none,0.0,1.0,core,2.6,1.0,grounded,196.9,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28672,20480,crevasse,0.569645,1.0,core,0.0,1.0,grounded,403.0,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28672,20992,crevasse,0.634033,1.0,core,0.0,1.0,grounded,542.1,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28672,27136,none,0.0,1.0,core,2.6,1.0,grounded,1096.9,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28672,27648,none,0.0,1.0,core,2.6,1.0,grounded,1065.8,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28672,30720,none,0.0,1.0,core,2.6,1.0,grounded,532.2,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28672,31232,none,0.0,1.0,core,3.6,1.0,grounded,464.0,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28672,32256,none,0.0,1.0,core,3.6,1.0,grounded,339.7,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28672,32768,none,0.0,1.0,core,2.6,1.0,grounded,298.3,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28672,33792,none,0.0,1.0,core,5.7,1.0,grounded,246.2,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28672,34304,none,0.0,1.0,core,8.1,1.0,grounded,218.1,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28672,34816,none,0.0,1.0,core,10.6,1.0,grounded,177.8,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28672,35328,none,0.0,1.0,core,13.1,1.0,grounded,137.2,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28672,35840,none,0.0,1.0,core,15.6,1.0,grounded,114.5,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,28672,36352,none,0.0,1.0,core,18.1,1.0,grounded,100.6,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,15360,none,0.0,1.0,core,20.5,1.0,grounded,24.1,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,15872,none,0.0,1.0,core,17.9,1.0,grounded,27.9,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,17408,none,0.0,1.0,core,10.2,1.0,grounded,39.7,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,18432,none,0.0,1.0,core,5.1,1.0,grounded,48.7,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,18944,none,0.0,1.0,core,2.6,1.0,grounded,60.7,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,19968,crevasse,0.372509,1.0,core,0.0,1.0,grounded,278.6,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,20480,crevasse,0.893692,1.0,core,0.0,1.0,grounded,399.6,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,20992,crevasse,0.974915,1.0,core,0.0,1.0,grounded,512.8,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,21504,crevasse,0.498749,1.0,core,0.0,1.0,grounded,660.1,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,27648,none,0.0,1.0,core,2.6,1.0,grounded,1111.2,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,31744,none,0.0,1.0,core,5.1,1.0,grounded,388.7,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,32256,none,0.0,1.0,core,3.6,1.0,grounded,340.7,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,32768,none,0.0,1.0,core,2.6,1.0,grounded,300.5,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,33280,none,0.0,1.0,core,3.6,1.0,grounded,281.4,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,33792,none,0.0,1.0,core,5.7,1.0,grounded,261.6,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,34304,none,0.0,1.0,core,8.1,1.0,grounded,236.9,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,34816,none,0.0,1.0,core,10.6,1.0,grounded,189.2,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,35328,none,0.0,1.0,core,13.1,1.0,grounded,145.4,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,35840,none,0.0,1.0,core,15.6,1.0,grounded,134.9,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29184,36352,none,0.0,1.0,core,18.1,1.0,grounded,122.3,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29696,16384,none,0.0,1.0,core,15.4,1.0,grounded,30.1,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29696,16896,none,0.0,1.0,core,12.8,1.0,grounded,34.1,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29696,17408,none,0.0,1.0,core,10.2,1.0,grounded,38.6,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29696,17920,none,0.0,1.0,core,7.7,1.0,grounded,41.6,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29696,18432,none,0.0,1.0,core,5.1,1.0,grounded,45.8,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29696,18944,none,0.0,1.0,core,2.6,1.0,grounded,57.3,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29696,19968,crevasse,0.652481,1.0,core,0.0,1.0,grounded,214.2,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29696,20480,crevasse,0.657204,1.0,core,0.0,1.0,grounded,362.0,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29696,21504,crevasse,0.882706,1.0,core,0.0,1.0,grounded,646.7,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29696,22016,crevasse,0.378635,1.0,core,0.0,1.0,grounded,783.9,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29696,31232,none,0.0,1.0,core,2.6,1.0,grounded,446.5,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29696,31744,none,0.0,1.0,core,2.6,1.0,grounded,398.9,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29696,32256,none,0.0,1.0,core,2.6,1.0,grounded,351.9,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29696,34304,none,0.0,1.0,core,7.7,1.0,grounded,263.9,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29696,34816,none,0.0,1.0,core,10.2,1.0,grounded,220.7,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29696,35328,none,0.0,1.0,core,12.8,1.0,grounded,204.8,alphaearth,2026-09-02T21:55:23.071182+00:00
025_019,29696,35840,none,0.0,1.0,core,15.4,1.0,grounded,192.7,alphaearth,2026-09-02T21:55:23.071182+00:00
